,연도,날짜,시간,경기,게임센터,하이라이트,TV,라디오,구장,비고,시리즈
1856,2020,,18:30,두산5vs7NC,리뷰,하이라이트,SPO-2T,GM-R,창원,-,"0,9"
1857,2020,,18:30,KIA8vs13KT,리뷰,하이라이트,MS-T,,수원,-,"0,9"
1858,2020,06.12(금),18:30,롯데2vs3LG,리뷰,하이라이트,MS-T,KNN-R,잠실,-,"0,9"
1859,2020,,18:30,KIA6vs3SK,리뷰,하이라이트,SPO-T,,문학,-,"0,9"
1860,2020,,18:30,KTvs삼성,,,SPO-2T,T-R,대구,우천취소,"0,9"
1861,2020,,18:30,키움3vs2NC,리뷰,하이라이트,SS-T,GM-R,창원,-,"0,9"
1862,2020,,18:30,두산5vs2한화,리뷰,하이라이트,KN-T,TM-R,대전,-,"0,9"
1863,2020,06.13(토),14:00,KT3vs5삼성,리뷰,하이라이트,SPO-2T,T-R,대구,-,"0,9"
1864,2020,,17:00,롯데7vs6LG,리뷰,하이라이트,MS-T,KNN-R,잠실,-,"0,9"
1865,2020,,17:00,KIA2vs1SK,리뷰,하이라이트,SPO-T,,문학,-,"0,9"
1866,2020,,17:00,키움18vs5NC,리뷰,하이라이트,SS-T,GM-R,창원,-,"0,9"
1867,2020,,17:00,두산6vs7한화,리뷰,하이라이트,KN-T,,대전,-,"0,9"
1868,2020,,17:00,KT7vs4삼성,리뷰,하이라이트,SPO-2T,T-R,대구,-,"0,9"
1869,2020,06.14(일),17:00,롯데6vs10LG,리뷰,하이라이트,MS-T,KNN-R,잠실,-,"0,9"
1870,2020,,17:00,KIA3vs4SK,리뷰,하이라이트,SPO-T,,문학,-,"0,9"
1871,2020,,17:00,KT0vs12삼성,리뷰,하이라이트,SPO-2T,T-R,대구,-,"0,9"
1872,2020,,17:00,키움5vs9NC,리뷰,하이라이트,SS-T,GM-R,창원,-,"0,9"
1873,2020,,17:00,두산2vs3한화,리뷰,하이라이트,KN-T,,대전,-,"0,9"
1874,2020,06.16(화),18:30,삼성4vs3두산,리뷰,하이라이트,MS-T,T-R,잠실,-,"0,9"
1875,2020,,18:30,KT6vs5SK,리뷰,하이라이트,KN-TSPO-2T,,문학,-,"0,9"
1876,2020,,18:30,NC4vs7KIA,리뷰,하이라이트,K-2T,,광주,-,"0,9"
1877,2020,,18:30,롯데7vs5키움,리뷰,하이라이트,SPO-T,KNN-R,고척,-,"0,9"
1878,2020,,18:30,LG9vs5한화,리뷰,하이라이트,SS-TD-CMB,DM-R,대전,-,"0,9"
1879,2020,06.17(수),18:30,삼성6vs3두산,리뷰,하이라이트,KN-T,T-R,잠실,-,"0,9"
1880,2020,,18:30,KT6vs4SK,리뷰,하이라이트,SPO-2T,,문학,-,"0,9"
1881,2020,,18:30,NC6vs7KIA,리뷰,하이라이트,SS-TK-CMB,,광주,-,"0,9"
1882,2020,,18:30,롯데3vs4키움,리뷰,하이라이트,MS-T,KNN-R,고척,-,"0,9"
1883,2020,,18:30,LG7vs1한화,리뷰,하이라이트,SPO-TD-CMB,DM-R,대전,-,"0,9"
1884,2020,06.18(목),18:30,삼성3vs7두산,리뷰,하이라이트,KN-T,T-R,잠실,-,"0,9"
1885,2020,,18:30,KT5vs3SK,리뷰,하이라이트,SPO-2T,,문학,-,"0,9"
1886,2020,,18:30,NCvsKIA,,,SS-TK-CMB,,광주,우천취소,"0,9"
1887,2020,,18:30,롯데2vs3키움,리뷰,하이라이트,MS-T,KNN-R,고척,-,"0,9"
1888,2020,,18:30,LG9vs7한화,리뷰,하이라이트,SPO-TD-CMB,DM-R,대전,-,"0,9"
1889,2020,06.19(금),18:30,두산18vs10LG,리뷰,하이라이트,SPO-T,,잠실,-,"0,9"
1890,2020,,18:30,한화1vs3NC,리뷰,하이라이트,MS-T,GM-R,창원,-,"0,9"
1891,2020,,18:30,롯데8vs9KT,리뷰,하이라이트,SS-T,KNN-R,수원,-,"0,9"
1892,2020,,18:30,삼성4vs5KIA,리뷰,하이라이트,SPO-2TK-CMB,T-R,광주,-,"0,9"
1893,2020,,18:30,SK1vs2키움,리뷰,하이라이트,KN-T,,고척,-,"0,9"
1894,2020,06.20(토),17:00,두산8vs2LG,리뷰,하이라이트,SPO-T,,잠실,-,"0,9"
1895,2020,,17:00,한화4vs3NC,리뷰,하이라이트,MS-T,GM-R,창원,-,"0,9"
1896,2020,,17:00,롯데8vs0KT,리뷰,하이라이트,SS-T,KNN-R,수원,-,"0,9"
1897,2020,,17:00,삼성3vs6KIA,리뷰,하이라이트,SPO-2TK-CMB,T-R,광주,-,"0,9"
1898,2020,,17:00,SK3vs9키움,리뷰,하이라이트,KN-T,,고척,-,"0,9"
1899,2020,06.21(일),17:00,두산3vs1LG,리뷰,하이라이트,SPO-T,,잠실,-,"0,9"
1900,2020,,17:00,한화7vs9NC,리뷰,하이라이트,MS-T,GM-R,창원,-,"0,9"
1901,2020,,17:00,롯데2vs3KT,리뷰,하이라이트,SS-T,KNN-R,수원,-,"0,9"
1902,2020,,17:00,삼성12vs5KIA,리뷰,하이라이트,SPO-2TK-CMB,T-R,광주,-,"0,9"
1903,2020,,17:00,SK2vs7키움,리뷰,하이라이트,KN-T,,고척,-,"0,9"
1904,2020,06.23(화),18:30,키움8vs3LG,리뷰,하이라이트,SS-T,,잠실,-,"0,9"
1905,2020,,18:30,두산9vs2SK,리뷰,하이라이트,SPO-T,,문학,-,"0,9"
1906,2020,,18:30,KIA3vs4롯데,리뷰,하이라이트,KN-T,KNN-RPM-R,사직,-,"0,9"
1907,2020,,18:30,한화4vs11삼성,리뷰,하이라이트,SPO-2T,T-RDM-R,대구,-,"0,9"
1908,2020,,18:30,NC4vs3KT,리뷰,하이라이트,MS-T,,수원,-,"0,9"
1909,2020,06.24(수),18:30,키움vsLG,,,SS-T,,잠실,우천취소,"0,9"
1910,2020,,18:30,두산vsSK,,,SPO-T,,문학,우천취소,"0,9"
1911,2020,,18:30,KIAvs롯데,,,KN-T,KNN-RPM-R,사직,우천취소,"0,9"
1912,2020,,18:30,한화2vs3삼성,리뷰,하이라이트,SPO-2T,T-RDM-R,대구,-,"0,9"
1913,2020,,18:30,NCvsKT,,,MS-T,,수원,우천취소,"0,9"
1914,2020,06.25(목),15:00,키움5vs2LG,리뷰,하이라이트,SS-T,,잠실,-,"0,9"
1915,2020,,15:00,두산14vs6SK,리뷰,하이라이트,SPO-T,,문학,-,"0,9"
1916,2020,,15:00,KIAvs롯데,,,KN-T,KNN-RPM-R,사직,우천취소,"0,9"
1917,2020,,15:00,NC3vs1KT,리뷰,하이라이트,MS-T,,수원,-,"0,9"
1918,2020,,18:30,키움8vs5LG,리뷰,하이라이트,SS-T,,잠실,-,"0,9"
1919,2020,,18:30,두산0vs7SK,리뷰,하이라이트,SPO-T,,문학,-,"0,9"
1920,2020,,18:30,KIAvs롯데,,,KN-T,KNN-RPM-R,사직,우천취소,"0,9"
1921,2020,,18:30,NC6vs19KT,리뷰,하이라이트,MS-T,,수원,-,"0,9"
1922,2020,,18:30,한화9vs2삼성,리뷰,하이라이트,SPO-2T,T-RDM-R,대구,-,"0,9"
1923,2020,06.26(금),18:30,NC9vs3두산,리뷰,하이라이트,SPO-2T,,잠실,-,"0,9"
1924,2020,,18:30,LG0vs7SK,리뷰,하이라이트,SPO-T,,문학,-,"0,9"
1925,2020,,18:30,삼성6vs4롯데,리뷰,하이라이트,MS-T,T-RKNN-RPM-R,사직,-,"0,9"
1926,2020,,18:30,KIA8vs6키움,리뷰,하이라이트,KN-T,,고척,-,"0,9"
1927,2020,,18:30,KT4vs7한화,리뷰,하이라이트,SS-TD-CMB,TM-R,대전,-,"0,9"
1928,2020,06.27(토),17:00,NC3vs12두산,리뷰,하이라이트,SPO-2T,,잠실,-,"0,9"
1929,2020,,17:00,LG3vs0SK,리뷰,하이라이트,SPO-T,,문학,-,"0,9"
1930,2020,,17:00,삼성6vs1롯데,리뷰,하이라이트,MS-T,T-RKNN-RPM-R,사직,-,"0,9"
1931,2020,,17:00,KIA0vs2키움,리뷰,하이라이트,KN-T,,고척,-,"0,9"
1932,2020,,17:00,KT7vs2한화,리뷰,하이라이트,SS-TD-CMB,,대전,-,"0,9"
1933,2020,06.28(일),17:00,NC5vs0두산,리뷰,하이라이트,SPO-2T,,잠실,-,"0,9"
1934,2020,,17:00,LG4vs0SK,리뷰,하이라이트,SPO-T,,문학,-,"0,9"
1935,2020,,17:00,삼성3vs7롯데,리뷰,하이라이트,MS-T,T-RKNN-RPM-R,사직,-,"0,9"
1936,2020,,17:00,KIA0vs1키움,리뷰,하이라이트,KN-T,,고척,-,"0,9"
1937,2020,,17:00,KT8vs4한화,리뷰,하이라이트,SS-TD-CMB,,대전,-,"0,9"
1938,2020,06.30(화),18:30,KT3vs4LG,리뷰,하이라이트,SS-T,,잠실,-,"0,9"
1939,2020,,18:30,SK1vs4삼성,리뷰,하이라이트,KN-T,T-R,대구,-,"0,9"
1940,2020,,18:30,롯데10vs8NC,리뷰,하이라이트,MS-T,KNN-RGM-R,창원,-,"0,9"
1941,2020,,18:30,한화vsKIA,,,SPO-TK-CMB,,광주,우천취소,"0,9"
1942,2020,,18:30,두산2vs11키움,리뷰,하이라이트,SPO-2T,,고척,-,"0,9"
1943,2020,07.01(수),18:30,KT11vs5LG,리뷰,하이라이트,SS-T,,잠실,-,"0,9"
1944,2020,,18:30,SK1vs7삼성,리뷰,하이라이트,KN-T,T-RDM-R,대구,-,"0,9"
1945,2020,,18:30,롯데2vs6NC,리뷰,하이라이트,MS-T,KNN-RGM-R,창원,-,"0,9"
1946,2020,,18:30,한화3vs4KIA,리뷰,하이라이트,SPO-TK-CMB,,광주,-,"0,9"
1947,2020,,18:30,두산14vs5키움,리뷰,하이라이트,SPO-2T,,고척,-,"0,9"
1948,2020,07.02(목),18:30,KT4vs3LG,리뷰,하이라이트,SS-T,,잠실,-,"0,9"
1949,2020,,18:30,SK2vs6삼성,리뷰,하이라이트,KN-T,T-RDM-R,대구,-,"0,9"
1950,2020,,18:30,롯데7vs9NC,리뷰,하이라이트,MS-T,KNN-RGM-R,창원,-,"0,9"
1951,2020,,18:30,한화1vs7KIA,리뷰,하이라이트,SPO-TK-CMB,,광주,-,"0,9"
1952,2020,,18:30,두산7vs10키움,리뷰,하이라이트,SPO-2T,,고척,-,"0,9"
1953,2020,07.03(금),18:30,한화1vs2두산,리뷰,하이라이트,KN-T,,잠실,-,"0,9"
1954,2020,,18:30,SK7vs4롯데,리뷰,하이라이트,MS-T,KNN-RPM-R,사직,-,"0,9"
1955,2020,,18:30,LG7vs9삼성,리뷰,하이라이트,SPO-T,T-R,대구,-,"0,9"
1956,2020,,18:30,KIA8vs2NC,리뷰,하이라이트,SS-T,GM-R,창원,-,"0,9"
1957,2020,,18:30,키움2vs3KT,리뷰,하이라이트,SPO-2T,,수원,-,"0,9"
1958,2020,07.04(토),18:00,한화6vs2두산,리뷰,하이라이트,KN-T,,잠실,-,"0,9"
1959,2020,,18:00,SK4vs10롯데,리뷰,하이라이트,MS-T,KNN-RPM-R,사직,-,"0,9"
1960,2020,,18:00,LG6vs7삼성,리뷰,하이라이트,SPO-T,T-R,대구,-,"0,9"
1961,2020,,18:00,KIA2vs9NC,리뷰,하이라이트,SS-T,GM-R,창원,-,"0,9"
1962,2020,,18:00,키움10vs6KT,리뷰,하이라이트,SPO-2T,,수원,-,"0,9"
1963,2020,07.05(일),17:00,한화4vs7두산,리뷰,하이라이트,KN-T,,잠실,-,"0,9"
1964,2020,,17:00,SK6vs3롯데,리뷰,하이라이트,MS-T,KNN-RPM-R,사직,-,"0,9"
1965,2020,,17:00,LG7vs3삼성,리뷰,하이라이트,SPO-T,T-R,대구,-,"0,9"
1966,2020,,17:00,KIA6vs7NC,리뷰,하이라이트,SS-T,GM-R,창원,-,"0,9"
1967,2020,,17:00,키움5vs10KT,리뷰,하이라이트,SPO-2T,,수원,-,"0,9"
1968,2020,07.07(화),18:30,LG6vs9두산,리뷰,하이라이트,SPO-T,,잠실,-,"0,9"
1969,2020,,18:30,NC5vs4SK,리뷰,하이라이트,KN-T,,문학,-,"0,9"
1970,2020,,18:30,KT8vs2KIA,리뷰,하이라이트,SPO-2T,,광주,-,"0,9"
1971,2020,,18:30,삼성13vs2키움,리뷰,하이라이트,MS-T,T-R,고척,-,"0,9"
1972,2020,,18:30,롯데6vs7한화,리뷰,하이라이트,SS-T,KNN-RDM-R,대전,-,"0,9"
1973,2020,07.08(수),18:30,LG8vs5두산,리뷰,하이라이트,SPO-T,,잠실,-,"0,9"
1974,2020,,18:30,NC2vs3SK,리뷰,하이라이트,KN-T,,문학,-,"0,9"
1975,2020,,18:30,KT7vs4KIA,리뷰,하이라이트,SPO-2T,,광주,-,"0,9"
1976,2020,,18:30,삼성6vs7키움,리뷰,하이라이트,MS-T,T-R,고척,-,"0,9"
1977,2020,,18:30,롯데6vs2한화,리뷰,하이라이트,SS-T,KNN-RDM-R,대전,-,"0,9"
1978,2020,07.09(목),18:30,LG0vs6두산,리뷰,하이라이트,SPO-T,,잠실,-,"0,9"
1979,2020,,18:30,NC8vs2SK,리뷰,하이라이트,KN-T,,문학,-,"0,9"
1980,2020,,18:30,KT4vs10KIA,리뷰,하이라이트,SPO-2T,,광주,-,"0,9"
1981,2020,,18:30,삼성2vs4키움,리뷰,하이라이트,MS-T,T-R,고척,-,"0,9"
1982,2020,,18:30,롯데5vs3한화,리뷰,하이라이트,SS-T,KNN-RDM-R,대전,-,"0,9"
1983,2020,07.10(금),18:30,NC12vs2LG,리뷰,하이라이트,SPO-T,,잠실,-,"0,9"
1984,2020,,18:30,두산10vs5롯데,리뷰,하이라이트,SPO-2T,KNN-RPM-R,사직,-,"0,9"
1985,2020,,18:30,삼성3vs8KT,리뷰,하이라이트,MS-T,T-R,수원,-,"0,9"
1986,2020,,18:30,키움8vs9KIA,리뷰,하이라이트,KN-T,,광주,-,"0,9"
1987,2020,,18:30,SK5vs6한화,리뷰,하이라이트,SS-T,DM-R,대전,-,"0,9"
1988,2020,07.11(토),18:00,NC6vs6LG,리뷰,하이라이트,SPO-T,,잠실,-,"0,9"
1989,2020,,18:00,두산4vs5롯데,리뷰,하이라이트,SPO-2T,KNN-RPM-R,사직,-,"0,9"
1990,2020,,18:00,삼성7vs10KT,리뷰,하이라이트,MS-T,T-R,수원,-,"0,9"
1991,2020,,18:00,키움3vs8KIA,리뷰,하이라이트,KN-T,,광주,-,"0,9"
1992,2020,,18:00,SK5vs3한화,리뷰,하이라이트,SS-T,,대전,-,"0,9"
1993,2020,07.12(일),17:00,NCvsLG,,,SPO-T,,잠실,우천취소,"0,9"
1994,2020,,17:00,두산vs롯데,,,SPO-2T,KNN-RPM-R,사직,우천취소,"0,9"
1995,2020,,17:00,삼성vsKT,,,MS-T,T-R,수원,우천취소,"0,9"
1996,2020,,17:00,키움vsKIA,,,KN-T,,광주,우천취소,"0,9"
1997,2020,,17:00,SKvs한화,,,SS-T,,대전,우천취소,"0,9"
1998,2020,07.13(월),18:30,NCvsLG,,,SPO-T,,잠실,우천취소,"0,9"
1999,2020,,18:30,두산vs롯데,,,SPO-2T,KNN-RPM-R,사직,우천취소,"0,9"
2000,2020,,18:30,삼성vsKT,,,MS-T,T-R,수원,우천취소,"0,9"
2001,2020,,18:30,키움3vs13KIA,리뷰,하이라이트,KN-TK-CMB,,광주,-,"0,9"
2002,2020,,18:30,SK2vs4한화,리뷰,하이라이트,SS-TD-CMB,,대전,-,"0,9"
2003,2020,07.14(화),18:30,SK12vs7두산,리뷰,하이라이트,SPO-2T,,잠실,-,"0,9"
2004,2020,,18:30,LG0vs5롯데,리뷰,하이라이트,KN-T,KNN-RPM-R,사직,-,"0,9"
2005,2020,,18:30,KIA0vs5삼성,리뷰,하이라이트,MS-T,T-R,대구,-,"0,9"
2006,2020,,18:30,한화2vs7KT,리뷰,하이라이트,SS-T,,수원,-,"0,9"
2007,2020,,18:30,NC1vs5키움,리뷰,하이라이트,SPO-T,,고척,-,"0,9"
2008,2020,07.15(수),18:30,SK2vs7두산,리뷰,하이라이트,SPO-2T,,잠실,-,"0,9"
2009,2020,,18:30,LG9vs3롯데,리뷰,하이라이트,KN-T,KNN-RPM-R,사직,-,"0,9"
2010,2020,,18:30,KIA5vs2삼성,리뷰,하이라이트,MS-T,T-RDM-R,대구,-,"0,9"
2011,2020,,18:30,한화7vs3KT,리뷰,하이라이트,SS-T,,수원,-,"0,9"
2012,2020,,18:30,NC4vs7키움,리뷰,하이라이트,SPO-T,,고척,-,"0,9"
2013,2020,07.16(목),18:30,SK2vs4두산,리뷰,하이라이트,SPO-2T,,잠실,-,"0,9"
2014,2020,,18:30,LG10vs15롯데,리뷰,하이라이트,KN-T,KNN-RPM-R,사직,-,"0,9"
2015,2020,,18:30,KIA7vs8삼성,리뷰,하이라이트,MS-T,T-RDM-R,대구,-,"0,9"
2016,2020,,18:30,한화1vs4KT,리뷰,하이라이트,SS-T,,수원,-,"0,9"
2017,2020,,18:30,NC9vs1키움,리뷰,하이라이트,SPO-T,,고척,-,"0,9"
2018,2020,07.17(금),18:30,한화0vs8LG,리뷰,하이라이트,KN-T,,잠실,-,"0,9"
2019,2020,,18:30,키움9vs12SK,리뷰,하이라이트,SPO-2T,,문학,-,"0,9"
2020,2020,,18:30,롯데10vs15삼성,리뷰,하이라이트,MS-T,T-RKNN-R,대구,-,"0,9"
2021,2020,,18:30,KT3vs3NC,리뷰,하이라이트,SS-T,GM-R,창원,-,"0,9"
2022,2020,,18:30,두산2vs4KIA,리뷰,하이라이트,SPO-TK-CMB,,광주,-,"0,9"
2023,2020,07.18(토),18:00,한화1vs3LG,리뷰,하이라이트,KN-T,,잠실,-,"0,9"
2024,2020,,18:00,키움4vs1SK,리뷰,하이라이트,SPO-2T,,문학,-,"0,9"
2025,2020,,18:00,롯데2vs5삼성,리뷰,하이라이트,MS-T,T-RKNN-R,대구,-,"0,9"
2026,2020,,18:00,KT1vs6NC,리뷰,하이라이트,SS-T,GM-R,창원,-,"0,9"
2027,2020,,18:00,두산6vs0KIA,리뷰,하이라이트,SPO-TK-CMB,,광주,-,"0,9"
2028,2020,07.19(일),17:00,한화2vs6LG,리뷰,하이라이트,KN-T,,잠실,-,"0,9"
2029,2020,,17:00,키움3vs4SK,리뷰,하이라이트,SPO-2T,,문학,-,"0,9"
2030,2020,,17:00,롯데2vs1삼성,리뷰,하이라이트,MS-T,T-RKNN-R,대구,-,"0,9"
2031,2020,,17:00,KT2vs8NC,리뷰,하이라이트,SS-T,GM-R,창원,-,"0,9"
2032,2020,,17:00,두산8vs4KIA,리뷰,하이라이트,SPO-TK-CMB,,광주,-,"0,9"
2033,2020,07.21(화),18:30,키움1vs6두산,리뷰,하이라이트,KN-T,,잠실,-,"0,9"
2034,2020,,18:30,롯데7vs8SK,리뷰,하이라이트,SPO-T,KNN-R,문학,-,"0,9"
2035,2020,,18:30,삼성5vs6NC,리뷰,하이라이트,MS-T,T-RGM-R,창원,-,"0,9"
2036,2020,,18:30,LG9vs10KT,리뷰,하이라이트,SPO-2T,,수원,-,"0,9"
2037,2020,,18:30,KIA10vs2한화,리뷰,하이라이트,SS-TD-CMB,DM-R,대전,-,"0,9"
2038,2020,07.22(수),18:30,키움vs두산,,,KN-T,,잠실,우천취소,"0,9"
2039,2020,,18:30,롯데vsSK,,,SPO-T,KNN-R,문학,우천취소,"0,9"
2040,2020,,18:30,삼성vsNC,,,MS-T,T-RGM-R,창원,우천취소,"0,9"
2041,2020,,18:30,LGvsKT,,,SPO-2T,,수원,그라운드사정,"0,9"
2042,2020,,18:30,KIA2vs1한화,리뷰,하이라이트,SS-TD-CMB,DM-R,대전,-,"0,9"
2043,2020,07.23(목),18:30,키움vs두산,,,KN-T,,잠실,우천취소,"0,9"
2044,2020,,18:30,롯데vsSK,,,SPO-T,KNN-R,문학,우천취소,"0,9"
2045,2020,,18:30,삼성vsNC,,,MS-T,T-RGM-R,창원,우천취소,"0,9"
2046,2020,,18:30,LGvsKT,,,SPO-2T,,수원,우천취소,"0,9"
2047,2020,,18:30,KIAvs한화,,,SS-TD-CMB,DM-R,대전,우천취소,"0,9"
2048,2020,07.24(금),18:30,LG8vs1두산,리뷰,하이라이트,SPO-T,,잠실,-,"0,9"
2049,2020,,18:30,NC3vs2KT,리뷰,하이라이트,KN-T,,수원,-,"0,9"
2050,2020,,18:30,삼성vsKIA,,,SPO-2TK-CMB,T-R,광주,우천취소,"0,9"
2051,2020,,18:30,롯데4vs2키움,리뷰,하이라이트,SS-T,KNN-R,고척,-,"0,9"
2052,2020,,18:30,SK7vs4한화,리뷰,하이라이트,MS-TD-CMB,,대전,-,"0,9"
2053,2020,07.25(토),18:00,LG3vs7두산,리뷰,하이라이트,SPO-T,,잠실,-,"0,9"
2054,2020,,18:00,NC2vs6KT,리뷰,하이라이트,KN-T,,수원,-,"0,9"
2055,2020,,18:00,삼성2vs8KIA,리뷰,하이라이트,SPO-2TK-CMB,T-R,광주,-,"0,9"
2056,2020,,18:00,롯데6vs3키움,리뷰,하이라이트,SS-T,S-RKNN-R,고척,-,"0,9"
2057,2020,,18:00,SKvs한화,,,MS-TD-CMB,,대전,우천취소,"0,9"
2058,2020,07.26(일),17:00,LG4vs3두산,리뷰,하이라이트,SPO-T,,잠실,-,"0,9"
2059,2020,,17:00,NC4vs5KT,리뷰,하이라이트,KN-T,,수원,-,"0,9"
2060,2020,,17:00,삼성5vs8KIA,리뷰,하이라이트,SPO-2TK-CMB,T-R,광주,-,"0,9"
2061,2020,,17:00,롯데1vs8키움,리뷰,하이라이트,SS-T,KNN-R,고척,-,"0,9"
2062,2020,,17:00,SK7vs4한화,리뷰,하이라이트,MS-TD-CMB,,대전,-,"0,9"
2063,2020,07.27(월),18:30,SK5vs5한화,리뷰,하이라이트,MS-T,,대전,-,"0,9"
2064,2020,07.28(화),18:30,키움6vs2두산,리뷰,하이라이트,SPO-T,,잠실,-,"0,9"
2065,2020,,18:30,LG24vs7SK,리뷰,하이라이트,MS-T,,문학,-,"0,9"
2066,2020,,18:30,NC9vs11롯데,리뷰,하이라이트,SS-T,KNN-RPM-R,사직,-,"0,9"
2067,2020,,18:30,한화vs삼성,,,SPO-2T,T-R,대구,우천취소,"0,9"
2068,2020,,18:30,KTvsKIA,,,KN-T,,광주,우천취소,"0,9"
2069,2020,07.29(수),18:30,키움vs두산,,,SPO-T,,잠실,우천취소,"0,9"
2070,2020,,18:30,LG11vs6SK,리뷰,하이라이트,MS-T,,문학,-,"0,9"
2071,2020,,18:30,NCvs롯데,,,SS-T,KNN-RPM-R,사직,우천취소,"0,9"
2072,2020,,18:30,한화12vs7삼성,리뷰,하이라이트,SPO-2T,T-RDM-R,대구,-,"0,9"
2073,2020,,18:30,KTvsKIA,,,KN-T,,광주,우천취소,"0,9"
2074,2020,07.30(목),18:30,키움8vs5두산,리뷰,하이라이트,SPO-T,,잠실,-,"0,9"
2075,2020,,18:30,LG9vs1SK,리뷰,하이라이트,MS-T,,문학,-,"0,9"
2076,2020,,18:30,NCvs롯데,,,SS-T,KNN-RPM-R,사직,우천취소,"0,9"
2077,2020,,18:30,한화1vs2삼성,리뷰,하이라이트,SPO-2T,T-RDM-R,대구,-,"0,9"
2078,2020,,18:30,KT4vs1KIA,리뷰,하이라이트,KN-T,,광주,-,"0,9"
2079,2020,07.31(금),18:30,한화2vs1LG,리뷰,하이라이트,KN-T,,잠실,-,"0,9"
2080,2020,,18:30,KIA3vs2롯데,리뷰,하이라이트,K-2T,KNN-RPM-R,사직,-,"0,9"
2081,2020,,18:30,키움10vs3삼성,리뷰,하이라이트,MS-T,T-R,대구,-,"0,9"
2082,2020,,18:30,두산7vs10NC,리뷰,하이라이트,SPO-2T,GM-R,창원,-,"0,9"
2083,2020,,18:30,SK1vs11KT,리뷰,하이라이트,SS-TSPO-T,,수원,-,"0,9"
2084,2020,08.01(토),18:00,한화6vs9LG,리뷰,하이라이트,SPO-2T,,잠실,-,"0,9"
2085,2020,,18:00,KIA3vs7롯데,리뷰,하이라이트,MS-T,KNN-RPM-R,사직,-,"0,9"
2086,2020,,18:00,키움22vs7삼성,리뷰,하이라이트,KN-T,T-R,대구,-,"0,9"
2087,2020,,18:00,두산12vs10NC,리뷰,하이라이트,SS-T,GM-R,창원,-,"0,9"
2088,2020,,18:00,SK0vs11KT,리뷰,하이라이트,SPO-T,,수원,-,"0,9"
2089,2020,08.02(일),17:00,한화vsLG,,,SPO-2T,,잠실,우천취소,"0,9"
2090,2020,,17:00,KIA0vs8롯데,리뷰,하이라이트,MS-T,KNN-RPM-R,사직,-,"0,9"
2091,2020,,17:00,키움4vs2삼성,리뷰,하이라이트,KN-T,T-R,대구,-,"0,9"
2092,2020,,17:00,두산7vs4NC,리뷰,하이라이트,SS-T,GM-R,창원,-,"0,9"
2093,2020,,17:00,SKvsKT,,,SPO-T,,수원,우천취소,"0,9"
2094,2020,08.03(월),18:30,한화vsLG,,,SPO-2T,,잠실,우천취소,"0,9"
2095,2020,,18:30,SKvsKT,,,SPO-T,,수원,우천취소,"0,9"
2096,2020,08.04(화),18:30,삼성6vs3두산,리뷰,하이라이트,KN-T,T-R,잠실,-,"0,9"
2097,2020,,18:30,롯데8vs0SK,리뷰,하이라이트,MS-T,KNN-R,문학,-,"0,9"
2098,2020,,18:30,LG15vs5KIA,리뷰,하이라이트,SPO-TK-CMB,,광주,-,"0,9"
2099,2020,,18:30,KT4vs2키움,리뷰,하이라이트,SS-T,,고척,-,"0,9"
2100,2020,,18:30,NCvs한화,,,SPO-2TD-CMB,TM-R,대전,우천취소,"0,9"
2101,2020,08.05(수),18:30,삼성2vs2두산,리뷰,하이라이트,KN-T,T-R,잠실,-,"0,9"
2102,2020,,18:30,롯데vsSK,,,MS-T,KNN-R,문학,우천취소,"0,9"
2103,2020,,18:30,LG6vs4KIA,리뷰,하이라이트,SPO-TK-CMB,,광주,-,"0,9"
2104,2020,,18:30,KT3vs12키움,리뷰,하이라이트,SS-T,,고척,-,"0,9"
2105,2020,,18:30,NC5vs8한화,리뷰,하이라이트,SPO-2TD-CMB,TM-R,대전,-,"0,9"
2106,2020,08.06(목),18:30,삼성2vs5두산,리뷰,하이라이트,KN-T,T-R,잠실,-,"0,9"
2107,2020,,18:30,롯데8vs2SK,리뷰,하이라이트,MS-T,KNN-R,문학,-,"0,9"
2108,2020,,18:30,LG1vs13KIA,리뷰,하이라이트,SPO-TK-CMB,,광주,-,"0,9"
2109,2020,,18:30,KT2vs3키움,리뷰,하이라이트,SS-T,,고척,-,"0,9"
2110,2020,,18:30,NC4vs1한화,리뷰,하이라이트,SPO-2TD-CMB,TM-R,대전,-,"0,9"
2111,2020,08.07(금),18:30,롯데8vs4두산,리뷰,하이라이트,SPO-T,KNN-R,잠실,-,"0,9"
2112,2020,,18:30,삼성2vs0SK,리뷰,하이라이트,MS-T,T-R,문학,-,"0,9"
2113,2020,,18:30,NCvsKIA,,,SS-TK-CMB,,광주,우천취소,"0,9"
2114,2020,,18:30,LG5vs2키움,리뷰,하이라이트,KN-T,,고척,-,"0,9"
2115,2020,,18:30,KTvs한화,,,SPO-2TD-CMB,TM-R,대전,우천취소,"0,9"
2116,2020,08.08(토),18:00,롯데1vs1두산,리뷰,하이라이트,SPO-T,KNN-R,잠실,-,"0,9"
2117,2020,,18:00,삼성2vs4SK,리뷰,하이라이트,MS-T,T-R,문학,-,"0,9"
2118,2020,,18:00,NC2vs3KIA,리뷰,하이라이트,SS-TK-CMB,,광주,-,"0,9"
2119,2020,,18:00,LG1vs5키움,리뷰,하이라이트,KN-T,,고척,-,"0,9"
2120,2020,,18:00,KTvs한화,,,SPO-2TD-CMB,,대전,우천취소,"0,9"
